"idbene","categoria","denominazione","definizione","autore","epoca","provincia","siglaprovincia","comune","codicecomune","localita","indirizzo","cap","materia","misure","orarioapertura","website","tipomuseo","abstract","descrizione","notiziestoriche","compilatore","datacompilazione","uso","tipologia","searchfield","idk_sirbec","cardmusei","tiposcheda_sirbec","idbene_collezione","idbene_museo","idbene_architettura","idbene_borgo","idbene_complesso","idbene_edificio","wgs84_x","wgs84_y","location_zip","location_city","location","location_address","location_state"
"7215","Capolavori","San Benedetto vescovo","dipinto","Antonello da Messina (1430 ca.-1479 ca.)","1472 - 1473","Milano","MI","Milano","015146",,"Piazza Castello","20121","tavola/ pittura a tempera, oro/ punzonatura","cm 43,5  x 105",,,,"Sulla tavola, tagliata nella parte bassa, è rappresentata la figura intera di San Benedetto, su uno sfondo a lamina d'oro. Sopra la veste nera dell'ordine benedettino il Santo indossa un ricco piviale damascato, chiuso sotto il collo da un medaglione decorato con pietre e lucide perle, che ornano anche i profili della mitria, in seta bianca decorata con un motivo floreale, posta sul suo capo. Nelle mani guantate e ricche di anelli, regge a destra il ricco pastorale e a sinistra un libro dalla rilegatura rossa, legata con una doppia cinghia. La tavola costituiva lo scomparto destro di un polittico smembrato di cui si conosce l'elemento centrale con la ""madonna con Bambino"" e quello laterale di sinistra con ""San Giovanni Evangelista"", ora a Firenze presso la Galleria degli Uffizi. Ad esso appartenevano probabilmente le tre cuspidi con i ""Dottori della Chiesa"" conservate a Palermo, presso il Museo Regionale di Palazzo Abatellis. La provenienza della tavola rimane incerta, da una località non identificata nei dintorni di Messina, viene venduta sul mercato antiquario di Bologna per passare poi attraverso diverse collezioni private, fino all'acquisto nel 1995 da parte della Regione Lombardia con la mediazione di Finarte Case d'Asta e il deposito presso la Pinacoteca Civica.",,,"Vertechy, Alessandra","2014",,"scomparto di polittico","San Benedetto vescovo Antonello da Messina Milano Milano","B0020-00395",,"OA","6850","6805",,,,,,,,,,,
"6981","Capolavori","Ritratto femminile","testa","ambito chiusino","699 a.C. - 700 a.C.","Milano","MI","Milano","015146",,"Corso Magenta, 15","20123","legno, lamina d'oro/ incollatura","18  x 16",,,,"Un unicum di straordinario valore, anche per la rarità dei manufatti conservati in questo materiale, è la testa di legno donata nel 1987 da un collezionista privato alle Civiche Raccolte Archeologiche di Milano e datata agli ultimi decenni del VII sec. a.C.. Scolpita in legno di pero, la testa era inoltre ricoperta originariamente di una sottile lamina aurea, della quale si conservano ancora limitate porzioni sul volto e intorno alle narici. I profondi fori orbitali dovevano invece ospitare bulbi montati in osso e ambra. La testa potrebbe essere femminile per via degli orecchini che in origine ne ornavano i lobi forati degli orecchi e per la parrucca, a lunga treccia, che doveva coprire la calotta cranica. Argomentazioni di tipo stilistico, unitamente a scoperte più o meno recenti, consentono di ricondurre lo straordinario manufatto alla cultura funeraria della zona di Chiusi (Siena). La testa lignea di Milano, reperto assolutamente unico nel suo genere, è dunque verosimilmente inquadrabile in un contesto funerario principesco di area chiusina; il dato di grande interesse è che nel caso in esame potremmo essere di fronte alla tomba di una principessa.",,,"Vertechy, Alessandra","2014",,,"Ritratto femminile ambito chiusino Milano Milano","RL480-00019",,"RA","6846","6803",,,,,,,,,,,
"9555","Ville, palazzi e altri edifici civili","Villa Reale","villa",,"1790 post - 1796 ante","Milano","MI","Milano","015146",,"Via Palestro 16","20121",,,,,,"Villa Belgiojoso-Bonaparte, più conosciuta come Villa Reale di Milano, costituisce ancora oggi uno dei principali edifici neoclassici urbani edificati sul finire del XVIII secolo. Attuale sede della Galleria d'Arte Moderna e del Padiglione d'Arte Contemporanea (PAC), l'edificio è situato nella zona di Porta Venezia e affacciata sui Giardini Pubblici Indro Montanelli. Esso fu progettato dall'architetto Leopoldo Pollack tra il 1790 e il 1796, e fu dimora di alcune tra le più importanti personalità dell'Ottocento milanese, dal Viceré Eugenio de Beauharnais, al maresciallo Radetzky e a Napoleone III. La Villa ancora oggi nell'area del piano nobile conserva parte delle decorazioni interne realizzate per rivaleggiare con i palazzi privati delle altre grandi città europee.","Affacciata posteriormente sui giardini Indro Montanelli in zona Porta Venezia, la Villa Reale rappresenta uno dei principali monumenti del neoclassicismo milanese. Il progetto rispetta la consueta tipologia della villa con pianta a ""U"", costituita da un corpo principale e due ali perpendicolari più basse che racchiudono il cortile d'onore dove, un tempo, potevano accedere le carrozze. La fronte principale è rivolta verso il giardino in stile inglese e dominata dalla ritmata successione di elementi decorativi geometricamente organizzati: archi a pianterreno, semicolonne e finestre sormontate da bassorilievi in corrispondenza del piano nobile e un alto fregio che sorregge una balaustra con una teoria di statue a soggetto mitologico.L'accesso alla Villa, attuale sede della Galleria d'Arte Moderna, avviene dalla corte d'onore: al piano terra un atrio monumentale decorato con pilastri e semicolonne permette di accedere alle sale museali, un tempo utilizzate con funzioni di rappresentanza e decorate con motivi classicheggianti. Al piano nobile, originariamente adibito ad appartamenti privati, si accede attraverso uno scalone monumentale dove ora si conservano i pavimenti originari e parte delle decorazioni dei soffitti e delle pareti.Il giardino all'inglese della Villa, progettato insieme all'edificio, è caratterizzato dalla presenza di un laghetto dal morbido profilo curvilineo, arricchito da ponticelli, un tempietto e da grotte artificiali che richiamano scenografici ambienti naturali. L'impianto asimmetrico del giardino, in cui si ha una totale dominanza della linea curva su quella retta, non consente mai una sua visione unitaria consentendo continui cambi di prospettiva e la scoperta di scorci romantico-naturalistici.Parte del complesso sono anche le ex scuderie della Villa, oggi sede del Padiglione d'Arte Contemporanea (PAC), al quale si accede dal cortile di servizio, con cui le scuderie si collegavano alla Villa.","L'attuale Villa Reale di Milano fu edificata su progetto dell'arch. Leopoldo Pollack tra il 1790 e il 1796 per volontà del conte Ludovico Barbiano di Belgiojoso, ritornato a Milano dopo lunghi viaggi in Europa al servizio della casa d'Austria. Il palazzo fu realizzato in uno stile neoclassico, e arricchito all'esterno da bassorilievi e statue raffiguranti soggetti a tema mitologico. Il programma iconografico delle sculture fu ideato da Giuseppe Parini e realizzato dai più importanti scultori dell'epoca, legate al cantiere del Duomo di Milano. Anche il giardino venne commissionato al Pollack, con il quale collaborò il conte Ercole Silva, uno dei più famosi botanici del tempo.Dopo essere stata ultimata la Villa passò nelle mani del governo francese, divenendo residenza del governatore Gioacchino Murat, per poi essere donata a Napoleone, da cui la storica denominazione ""Villa Belgioioso-Bonaparte"". Nel 1806 il palazzo divenne residenza del viceré Eugenio de Beauharnais e della principessa Amalia di Baviera, che promossero un grande intervento decorativo al piano nobile. Dopo essere stata residenza del maresciallo Enrico di Bellegarde all'alba della Restaurazione, con il ritorno degli austriaci la villa divenne abitazione del maresciallo Radetzky e, infine, dimora di Napoleone III.Dopo l'Unità d'Italia venne assegnata alla Corona ed entrò in un lungo periodo di relativo abbandono, terminato solo nel 1920 quando il complesso venne acquisito dal Comune, che la trasformò in sede museale ospitando la Galleria d'Arte Moderna di Milano. Nel 1951 ad essa fu affiancato il Padiglione d'Arte Contemporanea (PAC), con lo scopo di ospitare mostre temporanee d'arte contemporanea. Progettato dall'arch. Ignazio Gardella nell'area delle ex scuderie della Villa distrutte durante i bombardamenti del 1943, il PAC subì un grave attentato dinamitardo nel 1993 noto come strage di via Palestro, nella quale persero la vita quattro persone.","Uva, Cristina, Zanzottera, Ferdinando","2015","museo (intero bene)","villa","Villa Reale   Milano Milano","LMD80-00546",,"A",,,,,,,"45.47245910105117","9.19984586258889",,,"POINT (9.199845862589 45.472459101051)",,
"7186","Capolavori","Fruttivendola","dipinto","Campi, Vincenzo (1535-1591)","1578 - 1581","Milano","MI","Milano","015146",,"Via Brera, 28","20121","tela/ pittura a olio","cm 213  x 143",,,,"L'opera è una di cinque tele commissionate a Vincenzo Campi dal banchiere Hans Fugger per la propria sala da pranzo nel castello di Kirchheim ed è databile al 1580 circa.Insieme alla ""Pescivendola"", alla ""Cucina"", alla ""Pollivendola"" - conservate presso la Pinacoteca di Brera - e ad altre opere, la tela si trovava nello studio del pittore al momento della sua morte nel 1591. Elena Luciani, moglie dell'artista ed erede dei dipinti, dispose che alla sua morte i beneficiari, Angela Bianchi e Marta Capucci, provvedessero alla loro alienazione. In seguito, le opere sono sempre ricordate negli inventari della foresteria del convento dei Gerolomini di S. Sigismondo dal 1718 al 1798. A seguito delle spoliazioni napoleoniche, nel 1809 il gruppo dei dipinti venne disperso e smembrato.",,,"Gobbo, Francesca","2015",,,"Fruttivendola Campi Vincenzo Milano Milano","RL480-00061",,"OA","6868","6818",,,,,,,,,,,
"7251","Capolavori",,"clavicembalo","ambito veneziano","1575 - 1599","Milano","MI","Milano","015146",,"Piazza Castello","20121","cuoio, legno di abete, legno di ebano, legno di cipresso, legno di ciliegio, legno di frutto, legno di castagno","mm 231  x 2318",,,,"Questo strumento costituisce una preziosa testimonianza della scuola italiana del XVI secolo: è di ottima fattura e in buono stato di conservazione e non è stato troppo compromesso nella struttura originaria. E' indiscutibile l'attribuzione alla scuola veneziana della fine del Cinquecento. La contro-cassa è rivestita di cuoio impresso a bulino, dipinto a volute di viticci, in oro e nero su fondo oro.",,,"Vertechy, Alessandra","2014",,,"clavicembalo ambito veneziano Milano Milano","2L010-00229",,"OA","6849","6806",,,,,,,,,,,
"7254","Capolavori","Arazzi Trivulzio","arazzo","Benedetto da Milano (notizie sec. XVI); Bramantino (1465-1530)","1503 - 1512","Milano","MI","Milano","015146",,"Piazza Castello","20121","lana/ lavorazione a telaio, seta",,,,,"La piastra in avorio inquadra in una semplice cornice otto personaggi disposti con rigida simmetria: al Centro è il Cristo seduto, sulla destra, in piedi San Maurizio, alla sinistra la Madonna, pure in piedi; ai lati della testa di Gesù due angeli librati in volo; ai suoi piedi, alla destra, è l'imperatore inginocchiato, alla sinistra, la consorte, genuflessa e reggente il figlio. La famiglia dell'imperatore poggia su un sostegno rettangolare recante la scritta OTTO IMPERATOR. L'opera è di artista ignoto di area lombarda, in particolare, milanese, di epoca ottoniana. Incerta rimane l'identificazione del personaggio in Ottone I o in Ottone II. La tavoletta è stata acquistata dalla collezione del principe Gian Giacomo Trivulzio da parte del Comune di Milano, nel 1935, per le Civiche Raccolte d'Arte. Oltre alla sua importanza come documento artistico d'età ottoniana, la tavoletta conferma il ruolo di primaria produttività, di tale tipo di arte, dell'Italia settentrionale.",,,"Vertechy, Alessandra","2014",,,"Arazzi Trivulzio Benedetto da Milano Bramantino Milano Milano","5q070-00206",,"OA","6848","6822",,,,,,,,,,,
"7061","Capolavori","Ritratto di Giuseppina Negroni Prati Morosini","dipinto","Hayez, Francesco (1791-1612)","sec. XIX","Milano","MI","Milano","015146",,"Piazza Pio XI, 2","20123","tela/ olio","94  x 120",,,,"Questo dipinto ritrae Giuseppina Negroni Prati Morosini e fu commissionato dal marito, conte Alessandro, ed esibito all'esposizione annuale dell'Accademia di Belle Arti di Brera nel 1853; tuttavia, nonostante la superba qualità (si notino, ad esempio la luminosa resa del volto e l'eleganza del gesto con cui la mano inanellata regge il libro socchiuso), la tela non raccolse particolare consenso dalla critica. Giuseppina Morosini ereditò dalla madre e condivise con il giovane fratello Emilio la passione risorgimentale e patriottica. Fu attivissima nell'assistere i combattenti delle Cinque Giornate di Milano e, dal 1849, la sua casa fu un vero e proprio salotto anti-asburgico, frequentato anche da Giuseppe Verdi, Andrea Verga, fondatore della scuola di psichiatria milanese, e dallo stesso Francesco Hayez, del quale raccolse le memorie, poi pubblicate nel 1890. La nobildonna fu anche tra i cofondatori del giornale politico La Perseveranza, fondato a Milano nel 1860.",,,"Rocca, Alberto","2014",,,"Ritratto di Giuseppina Negroni Prati Morosini Hayez Francesco Milano Milano","L0080-00024",,"OA","6853","6817",,,,,,,,,,,
"7046","Capolavori","guerriero","statua","cultura Huari","500 - 900","Milano","MI","Milano","015146",,"Via Tortona, 56","20121","terracotta","cm nd  x 24",,,,"Il vaso raffigura un guerriero, il cui volto è ornato da pitture facciali, con copricapo semisferico e veste elaborata (uncu) e tiene nella mano sinistra uno scudo in cui è rappresentata una figura con braccia rivolte verso l'alto. Gli Huari, o Wari, alla cui cultura appartiene il manufatto, erano una civiltà preincaica sviluppatasi sulle Ande, nel sud del moderno Perù, nel periodo chiamato medio orizzonte, tra il VI e il XIII secolo. L'oggetto possiede un gemello. E' frequente, infatti, per gli oggetti rituali nel mondo andino, la fabbricazione in coppie. L'opera proviene dalla collezione di Federico Balzarotti donata al Comune di Milano nel 2002.",,,"Vertechy, Alessandra","2014",,,"guerriero cultura Huari Milano Milano","6C040-02458",,"OA","6866","6807",,,,,,,,,,,
"9570","Capolavori","Struttura al neon per la IX Triennale di Milano","installazione ambientale","Fontana, Lucio (1899-1968)","sec. XX","Milano","MI","Milano","015146",,"Piazza Duomo","20121","tubo di cristallo di diametro 18 mm, luce al neon bianca 6500°K","1000 x 800 x 250",,,,"L'installazione ambientale creata da Lucio Fontana per la IX Triennale di Milano del 1951, è realizzata con un tubo di cristallo con luce al neon bianca composto da decine di segmenti tubolari piegati a mano. Il neon, sospeso con cavi d'acciaio, si snoda per 100 metri. Dell'opera esistono quattro ricostruzioni autorizzate: la prima è conservata presso la Fondazione Fontana a Milano, la seconda è quella del Museo del Novecento che sostituisce una precedente non più recuperabile, la terza è andata distrutta nel 1992 e la quarta si trova presso la Fundaciò La Caixa di Barcellona.",,,"Vertechy, Alessandra, Puricelli, Nadia","2015",,,"Struttura al neon per la IX Triennale di Milano Fontana Lucio Milano Milano","RL480-00087",,"OA","6869","6823",,,,,,,,,,,
"6868","Collezioni","Collezioni della Pinacoteca di Brera","collezione",,,"Milano","MI","Milano","015146",,"Via Brera, 28","20121",,,,,,"La Pinacoteca di Brera espone opere databili tra Trecento e Novecento, di provenienza prevalentemente italiana. Il percorso espositivo ripercorre la storia della pittura suddividendola cronologicamente per scuole regionali. I secoli dal Trecento al Settecento sono rappresentati in maniera esemplare da capolavori assoluti di scuola veneta, lombarda e centroitaliana. I secoli successivi sono illustrati da significative opere sacre del Settecento, dal vedutismo veneto, dai pitocchi, dalla ritrattistica ottocentesca e dalle avanguardie italiane del Novecento.","Le collezioni della Pinacoteca di Brera, composte da opere che vanno dal quattordicesimo al ventesimo secolo, sono distribuite in 38 sale. La sezione di pittura dal Trecento al Seicento costituisce il nucleo più cospicuo dei dipinti della Pinacoteca. Essa si articola lungo un percorso cronologico-geografico che ripercorre la storia della pittura italiana, suddividendola per scuole regionali, secondo il metodo storico-critico dalla forte vocazione didattica in voga nei primissimi anni del Novecento. L'esposizione è un susseguirsi di capolavori che ripercorrono le vicende dell'arte italiana attraverso i rarissimi fondi oro del Trecento, i dipinti dei massimi pittori veneti del Quattro e Cinquecento - quali Mantegna, Bellini, Tiziano, Veronese e Tintoretto - quelli dei lombardi Foppa, Bergognone, Bramantino e Luini, quelli dei ferraresi e marchigiani Cossa, de' Roberti e Crivelli, insieme ad opere di valore assoluto quali la pala Montefeltro di Piero della Francesca, il Matrimonio della Vergine di Raffaello e la Cena in Emmaus  di Caravaggio. Più ridotta è invece la collezione di dipinti settecenteschi appartenenti alla Pinacoteca, che sono tuttavia fortemente rappresentativi dei diversi generi pittorici in auge nel periodo illuminista. Essa contiene straordinari esempi di pittura sacra, come la Madonna del Carmelo del Tiepolo, di genere, come le nature morte del Baschenis e i celebri pitocchi del Ceruti, di ritrattistica e del vedutismo veneto, quali i capolavori di Canaletto, Guardi e Bellotto. La raccolta ottocentesca è invece strettamente connessa alla storica attività dell'Accademia, ai cui maestri e allievi appartengono la gran parte dei dipinti esposti, fra i quali le superbe opere storiche e i ritratti romantici di Hayez. Non mancano tuttavia in questa sezione alcuni magistrali esempi della pittura realista del secondo Ottocento e di quella divisionista di primo Novecento, che trovano il loro naturale complemento nelle opere delle avanguardie italiane del ventesimo secolo, rappresentato in Pinacoteca, grazie alle collezioni Jesi e Vitali,  dai capolavori di Carrà, Sironi, Morandi e De Pisis.","Le raccolte della Pinacoteca di Brera,  strettamente connesse con la formazione degli allievi dell'Accademia fin dalle loro origini, divennnero l'espressione più evidente dell'autocelebrazione di Napoleone e del suo regno italiano, essendosi arricchite  in modo massiccio e sistematico, dal 1809 fino al 1815, dei dipinti più preziosi provenienti dai territori recentemente conquistati dai francesi, in particolare dal Veneto, dall'Emilia, dalle Marche e soprattutto dalla Lombardia, da cui giunsero alcuni cicli pittorici ad affresco staccati da chiese e palazzi che costituiscono una delle specificità più importanti delle sue collezioni. A questi si aggiunsero attraverso legati, donazioni, permute e acquisizioni opere di allievi e maestri dell'Accademia, capolavori di altre provenienze, significativi beni di natura eterogenea e dipinti delle avanguardie del Novecento, così che la Pinacoteca  continuò e continua tuttora ad accrescere le proprie collezioni fino ai recentissimi e originali acquisti degli ultimi anni che hanno avuto per protagonisti i tarocchi Sola Busca e i ritratti di Cesare Zavattini.","Gobbo, Francesca","2015",,"artistico","Collezioni della Pinacoteca di Brera  Milano Milano","COL-RL480-0000016",,"COL",,"6818",,,,,,,,,,,
"7225","Capolavori",,"arca","Bonino da Campione (notizie 1357-1393)","1360 - 1385","Milano","MI","Milano","015146",,"Piazza Castello","20121","marmo/ doratura/ policromia","157,5  x 586,5",,,,"Il monumento era stato allestito per contenere le spoglie di Bernabò Visconti, signore di Milano, morto il 19 dicembre 1385 nel castello di Trezzo d'Adda, dove era stato imprigionato dal nipote Gian Galeazzo che ne aveva usurpato il potere. L'arca proviene dalla Chiesa di S. Giovanni in Conca a Milano, destinata ad ospitare le tombe di famiglia. L'opera è composta da oltre settanta elementi e si sviluppa su tre registri: basamento, sarcofago e statua equestre. Il cavallo è un capolavoro della statuaria trecentesca, sintesi perfetta di naturalismo e idealizzazione. Il condottiero, fiero, siede su una sella da parata vestito con una armatura ""alla leggera"", un tempo policroma e costellata di stemmi, motti e imprese araldiche. Sul petto è il biscione visconteo. Attribuito a Bonino da Campione è il gruppo equestre, mentre in altre parti si riconoscono le mani dei collaboratori. Alcuni elementi inoltre sembrano essere di riuso, forse realizzati per altri monumenti funebri poi smembrati. Un simile procedimento potrebbe essere giustificato dalla necessità di portare velocemente a compimento l'opera dopo l'improvvisa scomparsa di Bernabò nel dicembre 1385. La statua equestre risulta precedente la realizzazione dell'intero monumento, è infatti ricordata da Francesca Petrarca, durante il suo soggiorno milanese, tra il 1353 e il 1363, posta accanto all'altare principale della Chiesa di S. Giovanni in Conca.",,,"Vertechy, Alessandra","2014",,,"arca Bonino da Campione Milano Milano","RL480-00012",,"OA","6852","6805",,,,,,,,,,,
"6923","Capolavori",,"laminatoio","Properzi, Ilario (1897-1976)","1947 - 1948","Milano","MI","Milano","015146",,"Via San Vittore, 21","20123","acciaio/ fusione/ laminazione, ghisa/ fusione","cm  600 x 160",,,,"Per secoli produrre semilavorati metallici ha significato trasformare il materiale fuso in barre o piastre, farle raffreddare, spostarle, riscaldarle e dar loro la forma finale. Pochi chili di prodotto al giorno a fronte di un grande dispendio di tempo, spazio, acqua ed energia. Nel 1948 Ilario Properzi brevetta il Continuus Properzi, un sistema capace di produrre chili di filo, con una sola macchina e in pochi minuti, a partire dal metallo fuso. Il sistema dà vita a un prodotto innovativo e fondamentale per trasportare energia elettrica, tanto che il filo di alluminio diventa per tutti il ""Properzi rod"".",,,"Iannone, Vincenzo","2014",,"continuo per processo di colata continua e laminazione diretta","laminatoio Properzi Ilario Milano Milano","ST080-00033",,"PST","6867","6812",,,,,,,,,,,
"9155","Apparati Decorativi","Episodi della vita di Sant'Ambrogio, Storie della vita di Gesù","altare","Volvinio (notizie sec. IX)","sec. IX","Milano","MI","Milano","015146",,"Piazza Sant'Ambrogio","20123","oro, smalto/ lavorazione cloisonné, argento",,,,,"Unico per lo splendore di oro, argento, smalti e pietre preziose, l'altare realizzato per la basilica di Sant'Ambrogio, rappresenta ancora oggi uno dei più grandi capolavori di arte suntuaria mai realizzati. Progettata nel IX secolo per contenere il corpo del santo patrono di Milano, assieme alle reliquie dei santi martiri Gervasio e Protasio, l'opera si è subito distinta per l'abilità con cui l'orafo germanico Volvinio e la sua scuola seppero modellare i personaggi ritratti sulle due fronti principali, con una sensibilità quasi pittorica, accentuata dalla luce che si riverbera sulle lamine metalliche facendone risaltare le forme.Compiuto sotto la sovrintendenza di Angilberto II, arcivescovo di Milano dal 844 all'859, l'altare presenta i due fronti principali con un preciso studiato impianto iconografico complementare, basato sulle scene di vita di Sant'Ambrogio, sbalzate nel fronte in argento dorato rivolto verso i presbiteri, e sugli episodi salienti della vita di Gesù, nel paliotto in oro rivolto verso i fedeli. Recentemente restaurato, l'altare mostra anche la grande passione dei monaci residenti nel monastero di Sant'Ambrogio per la lingua greca antica, che qui commisero l'errore colto di traslitterare il termine latino 'faber' nel greco inesistente 'phaber'. Una pulsione che trova testimonianza in altre opere artistiche della basilica, tra le quali il mosaico absidale.","L'altare della basilica di Sant'Ambrogio è costituito da un grande ""cofano"" rivestito di lastre metalliche istoriate, nelle quali si sommano le tecniche dello smalto, dell'oreficeria e della lavorazione a sbalzo di oro (sulla faccia rivolta verso la navata) e d'argento dorato (sulla faccia rivolta verso l'abside e sui due lati minori). A dividere le facce dell'altare in scomparti, una serie di fasce di smalti lavorati a ""cloisonnè"" con prevalenza dei colori verde, azzurro, bianco, rosso e porpora. I motivi ornamentali presenti sono costituiti da tre diverse tipologie di scacchiere, sei differenti forme vegetali simmetriche e otto medaglioni con teste di arcangeli, tutti diversi tra loro ma caratterizzati da grandi occhi di memoria bizantina.La fronte rivolta verso i fedeli ospita al centro l'immagine di Cristo in gloria seduto sul trono con la croce come scettro. La figura, contenuta in un ovale che funge da centro di una grande croce, scandisce lo spazio della lastra centrale attorniata da quattro scomparti nei quali sono raffigurati i simboli degli evangelisti, mentre nei riquadri angolari dello sportello sono ritratti gli apostoli a gruppi di tre. I due sportelli laterali, ospitano dodici storie tratte dai Vangeli, di cui tre trafugate nel Cinquecento e successivamente sostituite. Originali, dunque, sono le raffigurazioni dell'""Annunciazione"", dell'""Adorazione dei pastori"", della ""Presentazione al Tempio"", delle ""Nozze di Cana"", della ""Guarigione della figlia di Giairo"", della ""Trasfigurazione"", della ""Cacciata dei mercanti dal Tempio"", della ""Guarigione del cieco"" e della ""Crocifissione"".I fianchi laterali furono dedicati a raffigurazioni di santi vescovi e martiri, inscritti all'interno di una un quadrato posto in diagonale così da creare tra esso e la cornice, otto triangoli decorati con angeli tra nubi e alberi paradisiaci. I clipei inscritti nel quadrato e separati da una croce centrale, contengono ritratti di Sant'Ambrogio, dei Santi martiri Gervasio e Protasio, di San Simpliciano (successore di Sant'Ambrogio), di San Martino di Tours e dei Santi martiri Nazario, Naborre e Materno.Infine la parte ad uso esclusivo del clero fu ornata con episodi tratti dalla vita di Sant'Ambrogio, desunti dagli scritti del suo segretario Paolino da Milano. Questa fronte, realizzata in argento sbalzato e lavorato a bulino con dorature a mercurio, aveva al centro uno sportello con due ante apribili, decorato con quattro tondi istoriati raffiguranti, nella parte alta, gli Arcangeli Michele e Gabriele posti a guardia delle tombe, e in basso, due scene di incoronazione. Sulla sinistra, un giovane e imberbe Sant'Ambrogio è ritratto mentre incorona Angilberto, il quale s'inchina al santo offrendogli un modellino dell'altare. Sulla destra, ancora Sant'Ambrogio viene rappresentato nell'atto di incoronare l'artista stesso (""Wolvinius phaber""), che si inginocchia devotamente davanti a lui con le mani aperte in avanti a mostrargli che la sua offerta al santo è in realtà il lavoro stesso delle sue mani.Gli altri due sportelli laterali, anch'essi divisi ognuno in sei riquadri, ospitano dodici episodi della vita di Sant'Ambrogio (""Le api che mangiano il nettare dalla bocca del piccolo Ambrogio""; ""Sant'Ambrogio prefetto imperiale in Emilia e Liguria""; ""Sant'Ambrogio fugge da Milano""; ""il battesimo di Sant'Ambrogio""; ""Sant'Ambrogio viene consacrato Vescovo""; ""Sant'Ambrogio converte gli ariani""; ""la guarigione del piede di Micelio""; ""Cristo visita Sant'Ambrogio malato""; ""un angelo avverte il vescovo di Vercelli Onorato della morte di Sant'Ambrogio e lo esorta ad andare da lui""; ""la morte di Sant'Ambrogio""; ""Sant'Ambrogio ascende in cielo""). Ogni scena è chiarita da un'iscrizione in lettere capitali e finalizzata ad offrire al clero un modello di comportamento.","Progettato per custodire le tombe del santo patrono di Milano e dei Santi martiri Gervasio e Protasio, fu lo stesso Ambrogio a specificare in una lettera alla sorella Marcellina di voler essere sepolto sotto di esso, per restituire così definitivamente alla Chiesa le sue spoglie mortali rinnovando il sacrificio stesso di Gesù. In consonanza con quanto già accadeva nella basilica di San Pietro a Roma, nel IX secolo all'interno della basilica milanese furono rinnovate per volontà del vescovo Angilberto II (824-859) la zona dell'abside e della relativa cripta, con la creazione di un altare posto al centro del rialzato presbiterio provvisto di sportelli apribili per poter spargere sulle tombe incenso e profumi. L'opera si intende realizzata e diretta da uno dei pochi artefici di epoca alto-medievale di cui ci sia pervenuto il nome, il maestro germanico ""Wolvinius"", che probabilmente realizzò personalmente solo la fronte rivolta verso il clero, caratterizzata da figure plastiche e definite con vigore, distaccate dal fondo non solo grazie alle bordature d'oro ma, soprattutto, per il loro plasticismo e la definizione netta dei contorni. A dispetto dell'""horror vacui"" tipicamente medievale (la paura di lasciare vuoti nelle rappresentazioni, da cui una sovrabbondanza di personaggi o motivi decorativi), Volvinio caratterizza invece il suo lavoro con il frequente ricorso a ""pause"", ovvero a spazi che di volta in volta aiutano ad evidenziare singoli gruppi di figure o volumi separandoli dalle ambientazioni. La sua opera tradisce una cultura figurativa complessa, vicina ai temi dell'antico tanto quanto all'arte dell'impero carolingio.Diversa è l'opera dei maestri che operarono sulla fronte rivolta ai fedeli, in cui figure e paesaggi vengono fusi insieme creando gruppi figurativi in cui le masse si confondono e a dominare è qui la luminosità del metallo prezioso. I personaggi, meno plastici rispetto a quelli di Volvinio, spesso vagano in uno spazio indefinito oppure si sovrappongono alle architetture che dovrebbero contenerli, creando così composizioni di grande vitalità, quasi febbrili. Sicuramente maggiore rispetto al maestro è qui l'apporto dato dalla conoscenza dei manoscritti illustrati e dell'arte bizantina, soprattutto nella redazione dei volti di alcuni personaggi con il viso allungato, la bocca piccola, i capelli fluenti e le sopracciglia arcuate.","Uva, Cristina","2015",,,"Episodi della vita di Sant'Ambrogio Storie della vita di Gesù Volvinio Milano Milano","3o210-01285",,"OA",,,"9552",,,,,,,,,,
"7081","Capolavori","Madonna col Bambino","dipinto","Mantegna, Andrea (1431-1506)","1490 - 1500","Milano","MI","Milano","015146",,"Via Manzoni, 12","20121","tela/ pittura a olio","35,5  x 45,2",,,,"Il dipinto rappresenta la Vergine che stringe tra le braccia il Bambino. Gesù, avvolto in una sottile stoffa bianca, è profondamente addormentato come rivelano il corpo abbandonato e la bocca aperta. L'immagine probabilmente è la prefigurazione della morte di Cristo: il telo bianco che avvolge il corpo del Bambino rimanda al sudario in cui fu deposto il corpo di Cristo e anche l'espressione assorta e malinconica della Vergine allude al medesimo significato. La gamma cromatica piuttosto ridotta ma ricca di colori intensi, quali il rosso dell'abito della Vergine e il verde del risvolto del manto, appare oggi attenuata dalla patina giallastra stesa da Giuseppe Molteni nel corso del restauro effettuato nel 1863. Alcune preziose lumeggiature d'oro sono ancora rilevabili sulla veste e tra i capelli biondi di Maria. La realizzazione viene fatta risalire alla tarda attività dell'artista padovano, forse nell'ultimo decennio del Quattrocento. La tela era stata venduta a Gian Giacomo Poldi Pezzoli, poco dopo la metà dell'Ottocento, dal famoso storico dell'arte Giovanni Morelli.",,,"Vertechy, Alessandra","2014",,,"Madonna col Bambino Mantegna Andrea Milano Milano","RL480-00037",,"OA","6851","6810",,,,,,,,,,,
